192,255,62,169.6666666667,0.6345776031,33.5,167.1429029304,0.1978063871,214.161,Light,warm,Green,Olive,C0FF3E,OliveDrab1,
202,255,112,189.6666666667,0.4094903339,18.5,123.8416327412,0.1482877763,222.851,Light,warm,Green,Olive,CAFF70,DarkOliveGreen1,
84,139,84,102.3333333333,0.1791530945,-27.5,47.6313972081,-0.5235987756,116.285,Medium,neutral,Green,Pale,548B54,PaleGreen4,
143,188,143,158,0.0949367089,-22.5,38.9711431703,-0.5235987756,169.415,Light,neutral,Green,Pale,8FBC8F,Pale Green,
124,205,124,151,0.178807947,-40.5,70.1480577065,-0.5235987756,171.547,Light,neutral,Green,Pale,7CCD7C,PaleGreen3,
144,238,144,175.3333333333,0.1787072243,-47,81.4063879557,-0.5235987756,199.178,Light,neutral,Green,Pale,90EE90,PaleGreen2,
152,251,152,185,0.1783783784,-49.5,85.7365149747,-0.5235987756,210.113,Light,neutral,Green,Pale,98FB98,PaleGreen,
154,255,154,187.6666666667,0.1793960924,-50.5,87.4685657822,-0.5235987756,213.287,Light,neutral,Green,Pale,9AFF9A,PaleGreen1,
139,119,101,119.6666666667,0.1559888579,29,15.5884572681,1.07757506,122.928,Medium,warm,Brown,Peach Puff,8B7765,PeachPuff4,
205,175,149,176.3333333333,0.1550094518,43,22.5166604984,1.0884135017,181.006,Light,warm,Brown,Peach Puff,CDAF95,PeachPuff3,
238,203,173,204.6666666667,0.154723127,50,25.9807621135,1.091579946,210.045,Light,warm,Brown,Peach Puff,EECBAD,PeachPuff2,
255,218,185,219.3333333333,0.1565349544,53.5,28.5788383249,1.0801770333,225.301,Light,warm,Brown,Peach Puff,FFDAB9,Peach Puff,
255,239,213,235.6666666667,0.0961810467,29,22.5166604984,0.9105893776,240.82,Light,warm,Brown,Peach Puff,FFEFD5,PapayaWhip,
253,245,230,242.6666666667,0.0521978022,15.5,12.9903810568,0.8732579249,245.682,Light,warm,Brown,Peach Puff,FDF5E6,OldLace,
139,95,101,111.6666666667,0.1492537313,41,-5.1961524227,1.6968596809,108.84,Medium,warm,Brown,Pink,8B5F65,LightPink4,
176,224,230,210,0.1619047619,-51,-5.1961524227,-1.6723313036,210.332,Light,cold,Blue,Powder,B0E0E6,PowderBlue,
217,217,243,225.6666666667,0.0384047267,-13,-22.5166604984,-2.617993878,219.964,Light,cold,Blue,Quartz,D9D9F3,Quartz,
0,34,102,45.3333333333,1,-68,-58.8897274573,-2.2845207057,31.586,Dark,cold,Blue,Royal,2266,RoyalBlue5,
39,64,139,80.6666666667,0.5165289256,-62.5,-64.9519052838,-2.3754300039,65.075,Dark,cold,Blue,Royal,27408B,RoyalBlue4,
58,95,205,119.3333333333,0.5139664804,-92,-95.2627944163,-2.3736163401,96.477,Dark,cold,Blue,Royal,3A5FCD,RoyalBlue3,
65,105,225,131.6666666667,0.5063291139,-100,-103.9230484541,-2.3754300039,106.72,Medium,cold,Blue,Royal,4169E1,RoyalBlue,
67,110,238,138.3333333333,0.5156626506,-107,-110.8512516844,-2.3738710035,111.735,Medium,cold,Blue,Royal,436EEE,RoyalBlue2,
72,118,255,148.3333333333,0.5146067416,-114.5,-118.6454803185,-2.3739732759,119.864,Medium,cold,Blue,Royal,4876FF,RoyalBlue1,
111,66,66,81,0.1851851852,45,0,1.5707963268,79.455,Dark,warm,Brown,Salmon,6F4242,Salmon,
139,76,57,90.6666666667,0.3713235294,72.5,16.4544826719,1.3476186522,92.671,Dark,warm,Brown,Salmon,8B4C39,salmon4,
139,87,66,97.3333333333,0.3219178082,62.5,18.1865334795,1.2876309847,100.154,Medium,warm,Brown,Salmon,8B5742,LightSalmon4,
205,112,84,133.6666666667,0.3715710723,107,24.248711306,1.3479371805,136.615,Medium,warm,Brown,Salmon,CD7054,salmon3,
